Age,Gender,Education Level,Job Title,Years of Experience,Salary
53,Male,Master's,Sales Manager,17,145387.59
49,Female,Bachelor's,UX Designer,22,134545.66
54,Male,High School,Operations Manager,18,105080.86
49,Male,Bachelor's,Content Creator,8,80904.76
40,Female,Master's,Engineer,5,93105.28
37,Female,High School,Receptionist,15,88658.81
42,Female,Master's,Software Engineer,15,116232.61
46,Female,Master's,Sales Director,13,105663.31
29,Male,Master's,IT Support,0,82369.42
26,Male,Master's,Business Analyst,4,85758.6
44,Female,Bachelor's,Sales Associate,19,125382.8
42,Female,Master's,Sales Manager,9,111769.88
39,Male,Bachelor's,Software Developer,2,78971.4
43,Female,Bachelor's,Web Developer,16,112993.43
38,Female,Bachelor's,Research Scientist,0,60688.85
53,Male,High School,UX Designer,15,82792.98
24,Female,Bachelor's,Project Engineer,1,58691.73
23,Male,Bachelor's,Senior Scientist,1,61447.81
40,Female,Master's,Sales Manager,9,109951.83
26,Male,Bachelor's,Software Developer,1,79804.56
26,Female,Master's,Graphic Designer,1,75199.22
47,Female,Bachelor's,Project Engineer,18,131367.06
38,Male,Bachelor's,Business Analyst,10,88308.19
54,Female,Bachelor's,Content Creator,18,104563.56
51,Male,Bachelor's,Content Creator,20,103162.15
53,Male,Master's,Receptionist,5,108908.42
60,Male,Master's,Senior Scientist,23,158610.51
61,Male,Master's,Account Manager,15,146196.89
28,Female,Bachelor's,UX Designer,0,65548.68
28,Female,Bachelor's,Sales Manager,0,55947.03
42,Female,High School,VP of Operations,3,55982.64
56,Female,Bachelor's,Marketing Analyst,10,111025.28
47,Female,Bachelor's,Financial Analyst,19,114518.09
26,Female,High School,Research Scientist,6,58464.85
40,Male,Master's,Marketing Coordinator,7,122860.17
40,Female,High School,Graphic Designer,9,66672.11
46,Female,High School,Director,17,103060.66
38,Female,High School,Director,7,70657.33
56,Female,Bachelor's,Financial Analyst,22,147162.56
51,Male,High School,Sales Director,27,135012.07
50,Female,Master's,HR Manager,3,101012.99
59,Male,PhD,Product Manager,4,127826.52
37,Female,Master's,Director,3,86053.16
31,Female,Bachelor's,Data Scientist,8,79901.43
42,Male,Master's,Data Scientist,10,121162.33
48,Female,Master's,HR Manager,7,108885.23
30,Female,PhD,Senior Scientist,2,119538.28
46,Female,PhD,Project Engineer,1,108734.43
54,Male,High School,Engineer,34,169803.05
59,Female,Master's,Marketing Manager,16,133595.18
39,Male,Bachelor's,Marketing Analyst,0,65682.84
59,Female,Master's,Project Engineer,16,134092.51
50,Female,Bachelor's,Business Analyst,0,64762.06
47,Female,Bachelor's,UX Designer,24,125175.92
51,Male,PhD,Marketing Analyst,3,112966.91
30,Female,Master's,Director of Operations,5,108214.3
64,Male,PhD,Director of Operations,16,154113.96
34,Male,Bachelor's,Director of Operations,9,86321.16
54,Female,Master's,Software Developer,0,92866.8
57,Male,Master's,Sales Associate,23,155640.39
34,Female,High School,Software Developer,8,52062.3
26,Male,Bachelor's,Receptionist,3,71448.45
28,Female,Bachelor's,Graphic Designer,2,77648.44
42,Female,PhD,Operations Manager,2,118101.77
58,Female,Bachelor's,Marketing Coordinator,28,155029.11
42,Male,PhD,Marketing Coordinator,2,117703.45
41,Male,Bachelor's,Graphic Designer,5,88666.56
24,Male,Bachelor's,VP of Operations,2,75900.43
59,Male,Master's,Financial Analyst,6,98860.17
46,Female,Bachelor's,Product Manager,5,92125.97
31,Male,Master's,Senior Manager,9,113816.85
28,Male,High School,Project Engineer,0,47657.5
33,Male,Bachelor's,Business Analyst,9,93736.07
27,Male,Bachelor's,IT Support,1,71856.75
23,Female,Bachelor's,Operations Manager,1,60069.54
31,Female,Bachelor's,Sales Associate,9,96138.05
26,Female,Bachelor's,Director of Operations,1,60505.89
27,Female,Bachelor's,VP of Operations,5,67845.03
47,Female,High School,Data Analyst,27,135713.27
22,Female,Bachelor's,VP of Operations,0,61027.03
31,Female,Bachelor's,Receptionist,3,61612.22
37,Male,PhD,Software Developer,15,154940.47
25,Female,Master's,Financial Analyst,2,82749.44
36,Female,Bachelor's,Senior Manager,11,105738.56
39,Male,Bachelor's,Sales Manager,15,100623.81
38,Male,Bachelor's,Marketing Coordinator,7,94622.81
33,Female,Bachelor's,UX Designer,3,80166.72
35,Male,Master's,UX Designer,8,110949.92
53,Male,Bachelor's,Operations Manager,9,91574.03
49,Female,Bachelor's,Graphic Designer,24,111623.97
59,Male,Bachelor's,Web Developer,22,140890.35
27,Female,Bachelor's,Content Creator,2,69599.51
53,Male,Master's,Account Manager,24,164101.86
60,Male,PhD,Sales Manager,36,185782.58
39,Male,High School,Sales Director,14,91151.71
39,Male,Bachelor's,Receptionist,13,91961.17
56,Female,Bachelor's,Director of Operations,30,179539.28
57,Female,Master's,Software Engineer,26,160483.45
38,Female,Master's,Sales Manager,14,131604.59
53,Male,Master's,Project Engineer,4,106799.56
61,Female,PhD,Web Developer,19,152064.97
57,Male,PhD,Content Creator,1,112198.76
56,Female,Master's,VP of Operations,1,94893.93
25,Female,Bachelor's,Marketing Manager,1,72205.92
55,Female,Bachelor's,Sales Manager,23,132466.22
25,Female,High School,UX Designer,1,47850.48
42,Male,High School,Sales Director,12,94754.39
59,Female,Bachelor's,Marketing Manager,7,86694.8
50,Male,Master's,Senior Manager,9,123799.53
57,Male,Bachelor's,Engineer,14,85634.7
32,Female,Bachelor's,UX Designer,9,75481.99
43,Male,Bachelor's,Sales Manager,15,125025.37
44,Female,Master's,Product Manager,5,113795.99
58,Male,Master's,Business Analyst,19,142449.6
53,Female,Bachelor's,Receptionist,30,158556.81
44,Male,Bachelor's,UX Designer,16,112360.54
34,Male,Master's,Business Analyst,11,107230.7
51,Female,Bachelor's,Data Analyst,3,79497.81
33,Female,Bachelor's,Marketing Coordinator,4,80838.06
56,Male,Bachelor's,Senior Manager,10,97321.31
29,Female,High School,Financial Analyst,2,62179.6
29,Male,PhD,Director of Operations,6,119179.66
40,Female,Master's,Data Scientist,17,136497.78
26,Male,High School,Sales Director,4,53073.77
61,Female,PhD,Director,18,152592.51
55,Female,Bachelor's,Software Developer,33,150808.25
35,Female,Bachelor's,Financial Analyst,7,81734.9
33,Male,Bachelor's,Marketing Coordinator,9,84335.9
45,Male,Master's,Receptionist,0,94059.38
52,Female,Master's,Director of Operations,20,133221.39
41,Female,Bachelor's,Director,1,68063.8
45,Male,High School,IT Support,21,95870.22
25,Female,Bachelor's,UX Designer,0,64789.53
31,Female,Bachelor's,Graphic Designer,0,69994.24
44,Female,Master's,Senior Scientist,22,166939.62
59,Male,Master's,Marketing Coordinator,28,162414.06
34,Male,Master's,UX Designer,3,91804.65
52,Female,Bachelor's,Business Analyst,27,136804.8
53,Female,Bachelor's,UX Designer,29,162780.16
57,Female,Bachelor's,Director,29,137376.71
27,Female,High School,Data Analyst,3,49575.0
31,Female,Bachelor's,Business Analyst,8,77601.56
28,Female,High School,UX Designer,4,57053.63
43,Female,Bachelor's,UX Designer,15,99558.71
56,Female,Master's,Project Engineer,12,130584.06
49,Male,Bachelor's,Graphic Designer,10,117438.79
60,Female,Master's,Senior Scientist,22,139358.7
46,Female,Master's,Operations Manager,10,99531.92
22,Female,High School,Content Creator,0,44903.28
31,Female,Master's,Web Developer,9,118231.37
42,Male,Bachelor's,Graphic Designer,20,144088.16
40,Male,Bachelor's,Sales Manager,17,98912.48
41,Male,Master's,Data Scientist,12,114920.74
53,Female,PhD,HR Manager,15,144938.46
45,Female,Master's,UX Designer,4,106121.72
39,Male,PhD,Sales Associate,15,149983.73
52,Female,Master's,Data Scientist,30,188573.65
37,Male,Bachelor's,Data Scientist,2,79281.9
64,Male,PhD,VP of Operations,14,171061.0
35,Female,Master's,VP of Operations,2,95975.66
52,Male,Master's,Software Engineer,21,133647.89
39,Male,Bachelor's,Web Developer,4,87435.13
46,Male,Master's,UX Designer,24,154370.21
56,Male,Bachelor's,Content Creator,26,124662.6
29,Female,Bachelor's,Director of Operations,7,92833.1
36,Male,Bachelor's,VP of Operations,4,71470.43
57,Male,Bachelor's,Operations Manager,6,87421.06
39,Male,PhD,Marketing Manager,16,136789.41
33,Male,Bachelor's,Account Manager,1,70422.1
54,Male,Bachelor's,HR Manager,14,103518.07
39,Male,PhD,Data Analyst,6,121752.29
27,Male,High School,Software Developer,6,52282.55
61,Female,Master's,UX Designer,32,162937.45
50,Female,Bachelor's,Engineer,21,134937.94
25,Male,High School,Director of Operations,3,48814.29
23,Female,Bachelor's,Sales Associate,0,59343.32
24,Female,Bachelor's,Marketing Manager,0,72038.29
40,Male,High School,Data Scientist,10,72839.13
50,Female,Bachelor's,Data Scientist,17,111090.65
28,Female,Master's,Operations Manager,2,91551.44
55,Male,Master's,Senior Manager,21,160309.33
29,Female,Bachelor's,Director,5,68929.16
40,Male,Bachelor's,Sales Associate,18,111671.63
28,Female,Bachelor's,Business Analyst,6,88842.05
23,Male,Bachelor's,Project Engineer,0,56856.03
32,Female,Bachelor's,Marketing Manager,0,68819.12
50,Male,Master's,Web Developer,26,148411.45
55,Female,Master's,HR Manager,22,147899.98
32,Female,Bachelor's,Director,7,81434.45
22,Female,Bachelor's,Business Analyst,0,66065.25
27,Male,Bachelor's,Senior Scientist,0,74221.03
50,Female,Master's,Financial Analyst,11,127616.24
37,Male,Master's,Sales Director,9,100787.45
31,Male,Master's,Sales Manager,9,108397.58
54,Male,Bachelor's,UX Designer,17,111322.53
26,Female,High School,UX Designer,7,55743.38
25,Female,High School,Senior Scientist,1,48734.71
45,Female,Master's,Product Manager,2,86742.74
52,Male,PhD,Sales Director,17,164279.18
49,Female,Bachelor's,Account Manager,9,89699.78
31,Female,High School,Project Engineer,1,50274.08
22,Female,Bachelor's,Marketing Coordinator,0,56523.82
28,Male,Bachelor's,IT Support,0,61893.08
38,Male,Bachelor's,Operations Manager,10,101686.65
39,Female,Master's,Data Scientist,0,100230.26
39,Female,Master's,UX Designer,14,123956.9
46,Male,Bachelor's,Graphic Designer,21,139512.4
47,Male,High School,Marketing Analyst,23,118738.81
59,Female,Bachelor's,Marketing Analyst,17,119303.57
26,Female,High School,Software Developer,7,58013.28
22,Female,Bachelor's,Project Engineer,0,58011.21
49,Female,Bachelor's,Account Manager,15,94385.77
54,Male,Master's,Software Engineer,4,102671.38
38,Female,Bachelor's,Product Manager,7,82837.57
40,Male,Bachelor's,Director,0,73401.34
54,Female,PhD,Research Scientist,28,198008.48
47,Female,Bachelor's,Financial Analyst,20,139835.62
39,Male,Master's,UX Designer,14,141736.12
38,Male,Bachelor's,Operations Manager,14,108771.68
45,Female,Master's,Sales Director,10,117345.03
46,Male,Bachelor's,UX Designer,24,128711.43
57,Female,Master's,Data Scientist,6,110982.04
31,Female,Master's,Business Analyst,9,102134.16
33,Male,PhD,Senior Manager,0,104393.17
44,Male,High School,Director of Operations,26,110195.54
31,Female,Master's,Data Scientist,2,86768.32
50,Female,Master's,Data Analyst,5,120323.18
39,Male,PhD,Director of Operations,10,126430.89
43,Female,Master's,Director of Operations,9,112985.31
34,Female,PhD,Marketing Manager,1,122295.69
54,Male,Master's,Director,22,164381.03
45,Female,Master's,Graphic Designer,19,148471.28
27,Male,Master's,Data Scientist,3,94103.27
44,Female,PhD,Project Engineer,1,114822.89
43,Female,High School,Sales Associate,24,95632.34
57,Male,Bachelor's,Product Manager,32,167060.45
45,Female,Master's,Senior Scientist,9,116391.24
49,Male,Bachelor's,Account Manager,13,102157.61
27,Female,High School,Director,1,47788.64
38,Male,Master's,Research Scientist,6,103580.53
33,Female,High School,Graphic Designer,8,59299.02
44,Male,Bachelor's,HR Manager,3,72411.11
48,Female,Master's,Data Scientist,17,139850.79
58,Male,Bachelor's,Web Developer,33,174593.38
41,Male,PhD,Marketing Manager,1,100485.25
30,Male,Bachelor's,Research Scientist,6,75684.41
48,Female,High School,Director,21,133448.38
46,Male,Bachelor's,Web Developer,4,80790.71
53,Male,Bachelor's,Research Scientist,27,156640.04
54,Male,Bachelor's,Product Manager,11,103261.69
46,Male,Bachelor's,Marketing Coordinator,19,122801.07
31,Female,High School,UX Designer,13,81404.47
58,Male,PhD,Engineer,0,115106.48
28,Male,High School,Project Engineer,6,57511.01
25,Female,High School,Business Analyst,2,51866.68
41,Male,Master's,Web Developer,6,108322.0
27,Female,Bachelor's,Senior Manager,5,77853.73
35,Female,PhD,Project Engineer,13,151880.75
31,Male,Bachelor's,Marketing Manager,6,77500.44
35,Male,Bachelor's,Research Scientist,0,66305.87
61,Female,Master's,Senior Manager,22,146947.42
46,Female,High School,Marketing Analyst,13,88353.63
59,Male,Master's,Research Scientist,19,129340.68
46,Female,Bachelor's,VP of Operations,15,107522.48
52,Female,Bachelor's,Financial Analyst,11,101403.48
55,Male,Master's,Data Scientist,30,201329.3
30,Female,Master's,Financial Analyst,8,97737.93
39,Male,High School,Operations Manager,14,83587.24
26,Female,High School,Director,8,61510.84
60,Male,PhD,UX Designer,20,159310.16
55,Female,Master's,Graphic Designer,22,163737.14
52,Female,Bachelor's,Data Scientist,24,137454.37
39,Female,Master's,Graphic Designer,6,102199.02
43,Female,High School,Engineer,5,57606.78
53,Male,Master's,Sales Director,7,118252.31
50,Male,Master's,Sales Director,13,114231.72
57,Female,Bachelor's,Product Manager,30,179199.89
30,Male,High School,Receptionist,9,79990.26
45,Male,High School,Sales Director,27,136945.61
29,Male,PhD,Sales Director,4,118142.23
33,Female,Bachelor's,IT Support,3,80115.91
52,Male,Bachelor's,Account Manager,15,120305.81
50,Male,High School,Project Engineer,27,135812.56
41,Male,Master's,Research Scientist,0,85249.9
57,Male,Bachelor's,Data Analyst,2,68946.2
32,Male,Bachelor's,Business Analyst,10,99172.38
44,Male,Bachelor's,Operations Manager,13,90594.05
46,Male,Bachelor's,Senior Scientist,23,111764.33
43,Female,High School,Financial Analyst,6,75664.22
62,Male,PhD,Director,40,227477.26
34,Female,PhD,Sales Director,1,112905.93
23,Male,Bachelor's,Product Manager,1,66651.26
38,Female,Bachelor's,Marketing Manager,4,80389.02
37,Female,PhD,Senior Manager,11,140308.53
46,Female,Bachelor's,Sales Manager,16,127979.34
46,Female,High School,Project Engineer,13,70859.51
40,Female,Master's,Director,11,112530.81
40,Male,Bachelor's,IT Support,15,121165.56
44,Female,Master's,Sales Director,17,122099.15
32,Male,Master's,Senior Scientist,4,95289.51
41,Male,Bachelor's,Marketing Manager,14,91862.99
52,Female,PhD,Web Developer,24,201476.55
42,Male,Bachelor's,Receptionist,9,97128.98
58,Female,Bachelor's,Web Developer,2,78674.44
48,Female,High School,Data Scientist,10,73159.53
43,Male,Bachelor's,Account Manager,12,102906.44
37,Male,Bachelor's,IT Support,2,67644.15
54,Male,High School,Director,27,106456.42
54,Male,Bachelor's,Project Engineer,12,120757.91
28,Male,PhD,Graphic Designer,3,103760.46
32,Male,Bachelor's,Director of Operations,4,79860.69
53,Female,Bachelor's,Engineer,25,158657.07
47,Female,Master's,IT Support,0,83662.64
29,Male,Master's,Sales Associate,6,96064.64
59,Male,PhD,Marketing Analyst,27,160632.92
50,Female,Master's,Marketing Coordinator,23,157578.26
52,Male,Master's,Research Scientist,0,86454.04
43,Female,Master's,Sales Associate,14,109452.36
39,Female,High School,Marketing Coordinator,21,102027.8
33,Female,Bachelor's,HR Manager,10,96024.53
34,Female,Master's,Marketing Manager,10,113699.51
39,Male,Bachelor's,Content Creator,2,82242.42
36,Female,Bachelor's,Marketing Coordinator,3,87308.78
47,Male,Master's,Receptionist,8,116492.79
35,Male,Master's,Sales Director,12,124101.7
34,Male,High School,Director,7,70370.21
50,Female,High School,Product Manager,11,81898.58
36,Female,Master's,Operations Manager,11,116753.66
40,Female,Master's,Graphic Designer,7,96502.14
30,Male,Master's,Director of Operations,3,97295.55
45,Female,Bachelor's,Software Developer,19,113671.06
25,Male,Bachelor's,Sales Manager,2,75140.73
42,Female,Bachelor's,Marketing Analyst,4,78232.2
43,Male,Bachelor's,Content Creator,1,73215.38
34,Male,High School,Research Scientist,11,66082.36
23,Male,High School,Product Manager,0,46204.04
48,Male,Master's,Content Creator,26,138884.0
60,Male,Master's,Web Developer,7,108199.96
26,Female,Bachelor's,Financial Analyst,1,62476.94
38,Female,Master's,Senior Manager,9,111131.72
22,Female,High School,Director of Operations,1,38068.62
37,Female,Bachelor's,Senior Manager,7,82596.57
29,Female,Master's,UX Designer,3,87017.86
38,Female,PhD,Engineer,9,138082.69
36,Male,High School,Director,9,72809.27
57,Female,Master's,Product Manager,3,94143.33
35,Male,PhD,Receptionist,5,118143.8
57,Female,Master's,Product Manager,0,105368.48
33,Female,Master's,Marketing Manager,2,94025.9
25,Male,Bachelor's,Data Scientist,1,64971.84
59,Male,Master's,Software Developer,10,136039.45
43,Male,PhD,Sales Associate,4,121775.89
37,Female,Bachelor's,Product Manager,0,66996.11
46,Female,Bachelor's,Research Scientist,14,101788.97
35,Female,High School,HR Manager,7,66766.51
49,Male,PhD,Operations Manager,10,134821.12
37,Female,Master's,Marketing Manager,9,107225.23
27,Male,Bachelor's,Director,5,76862.36
43,Male,Bachelor's,Product Manager,3,82006.12
51,Female,Bachelor's,Director of Operations,6,98874.61
35,Female,High School,Sales Director,5,62223.58
48,Male,Master's,Operations Manager,11,123431.08
37,Male,Bachelor's,HR Manager,3,71199.66
44,Female,Bachelor's,Project Engineer,9,93212.7
54,Male,PhD,Receptionist,32,204247.24
46,Female,Bachelor's,Director of Operations,10,97823.2
28,Male,High School,Web Developer,6,62271.05
61,Female,Master's,Software Developer,3,102729.44
24,Female,Bachelor's,Marketing Manager,2,66597.2
52,Male,PhD,Marketing Analyst,17,138802.32
32,Male,Bachelor's,Software Engineer,8,90749.22
40,Female,Master's,HR Manager,12,122982.37
55,Male,Master's,Marketing Manager,13,121489.95
60,Female,PhD,Web Developer,2,125880.37
37,Male,PhD,HR Manager,14,156568.22
42,Female,Bachelor's,Research Scientist,17,122373.02
39,Female,Master's,Product Manager,14,124404.5
37,Male,Bachelor's,Data Analyst,7,99061.64
33,Female,Bachelor's,HR Manager,7,95324.99
23,Female,Bachelor's,Web Developer,0,66000.03
54,Female,Master's,Data Analyst,9,117034.21
24,Male,Bachelor's,Director,2,62402.56
56,Male,Master's,Software Engineer,11,118257.3
36,Male,Bachelor's,UX Designer,1,76306.26
29,Female,Bachelor's,HR Manager,4,69303.97
35,Male,Bachelor's,HR Manager,11,96149.09
36,Male,Bachelor's,Project Engineer,1,72542.29
59,Female,Master's,Senior Manager,8,130970.23
